Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country
SIG,Signet Jewelers,Jewelry stores,Retail/Wholesale,RETAIL-JEWELRY,NONFOOD RETAIL/WH,Y,BERMUDA
SIGA,Siga Technologies,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
SIGCY,SIG Group AG - Unsponsored ADR,Private households,Industrial Products,CONTNRS-PPR/PLS,CONTNRS & GLASS,N,SWITZERLAND
SIGI,Selective Insurance Group,"Fire, marine, & casualty insurance",Finance,INS-PROP&CASLTY,INSURANCE,Y,UNITED STATES
SIGY,Sigyn Therapeutics,Surgical & medical instruments,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
SIHBY,Shenzhen Investment Hldgs Bay Area Dvlpmt Co,Trucking terminal facilities,Finance,REAL ESTATE OPS,REAL ESTATE,N,HONG KONG
SII,Sprott,Nondepository credit institutions,Finance,FIN-INVEST MGMT,INVEST BKRS/MGMT,Y,CANADA
SILA,"Sila Realty Trust, Inc.",Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
SILC,Silicom,Computer & office equipment,Computer and Technology,COMP-NETWORKS,COMPUTER/OFFICE EQUIP,N,ISRAEL
SILO,"Silo Pharma, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SIM,Grupo Simec,Blast furnaces & steel mills,Basic Materials,STEEL-PRODUCERS,STEEL,N,MEXICO
SIMA,SIM Acquisition Corp. I,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
SIMA.,SONICS/MATERIAL,,,,,,
SIMC,Simclar,"Electronic components, not elsewhere classified",Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,UNITED STATES
SIMO,Silicon Motion Technology,Semiconductors & related devices,Computer and Technology,COMP-INTEGT SYS,COMPUTER/OFFICE EQUIP,Y,HONG KONG
SIMPQ,Simply,"Electronic parts & equipment, not elsewhere classified",Retail/Wholesale,RETAIL-MJR DEPT,NONFOOD RETAIL/WH,N,UNITED STATES
SINC,Symbid,"Plastics materials & synthetic resins, synthetic rubber, cellulosic",Industrial Products,RUBBER&PLASTICS,IND PRODS/SVC,N,AUSTRALIA
SING,Singlepoint,Nonstore retailers,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES
SINT,SINTX TECHNOLOGIES,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,N,UNITED STATES
SION,"Sionna Therapeutics, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SIOX,Sio Gene Therapies Inc.,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SIPC,SIPP INDUSTRIES,,,,,,
SIRC,Solar Integrated Roofing,,Oils/Energy,Solar,ENERGY-ALT SRCS,N,UNITED STATES
SIRI,Sirius XM,Radio broadcasting stations,Consumer Discretionary,BRDCST-RADIO/TV,MEDIA,Y,UNITED STATES
SISI,SHINECO,Agricultural production - crops,Medical,MED-DRUGS,DRUGS,N,CHINA
SITC,SITE Centers Corp.,Real estate investment trusts,Finance,REIT-EQTY TRUST - RETAIL,REAL ESTATE,Y,UNITED STATES
SITE,SiteOne Landscape Supply,Professional & commercial equipment & supplies,Industrial Products,Industrial Services,IND PRODS/SVC,Y,UNITED STATES
SITM,SiTime,Semiconductors & related devices,Computer and Technology,ELEC PRODS-MISC,ELECTRONICS,Y,UNITED STATES
SIXD.,6D Global Technologies,Management consulting services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,UNITED STATES
SJ,Scienjoy,Data processing & preparation,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,CHINA
SJM,The J. M. Smucker Co.,Canned fruits & specialties,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,Y,UNITED STATES
SJMHF,SJM,Private households,Consumer Discretionary,GAMING,LEISURE SERVICES,N,HONG KONG
SJT,San Juan Basin Royalty Trust,Oil royalty traders,Oils/Energy,OIL-US RYLTY TR,OIL-EXP&PROD,Y,UNITED STATES
SKAS,Saker Aviation Services,"Airports, flying fields, & services",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,N,UNITED STATES
SKBL,Skyline Builders Group Holding Limited,Construction - special trade contractors,Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,HONG KONG
SKBSY,Skanska AB - Sponsored ADR,,Construction,BLDG&CONST-MISC,BUILDING PRODS,N,
SKE,Skeena Resources Limited,Gold & silver ores,Basic Materials,MINING -MISC,METALS-NON FERR,Y,CANADA
SKFRY,AB SKF,Ball & roller bearings,Industrial Products,MACH TLS&RL PRD,MACHINERY,N,SWEDEN
SKHHY,Sonic Healthcare Ltd. Sponsored ADR,Private households,Medical,Medical Services,MEDICAL CARE,N,AUSTRALIA
SKHSY,Sekisui House,General building contractors - residential buildings,Construction,BLDG-RSDNT/COMR,CONSTRUCT/BLDG SERV,N,JAPAN
SKIL,Skillsoft,Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
SKIN,Beauty Health,Surgical & medical instruments,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES
SKINY,PHARMA PATCH PL,,,,,,
SKK,SKK Holdings Limited,"Water, sewer, & utility lines",Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,SINGAPORE
SKLTY,SEEK Limited - Unsponsored ADR,,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,
SKLZ,Skillz,Data processing & preparation,Consumer Discretionary,GAMING,LEISURE SERVICES,Y,UNITED STATES
SKM,SK Telecom Co.,Radiotelephone communication,Computer and Technology,Wireless Non-US,TELECOMM SVCS,Y,"KOREA, REPUBLIC OF"
SKPI,Sky Petroleum,Oil & gas exploration services,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
SKPO,SKYE PETRO INC,,,,,,
SKT,TANGER INC,Real estate investment trusts,Finance,REIT-EQTY TRUST - RETAIL,REAL ESTATE,Y,UNITED STATES
SKTO,SK3 GROUP INC,,,,,,
SKVI,Skinvisible,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
SKVY,Sentry Technology,"Communications equipment, not elsewhere classified",Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,N,UNITED STATES
SKWD,"Skyward Specialty Insurance Group, Inc.","Fire, marine, & casualty insurance",Finance,INS-PROP&CASLTY,INSURANCE,Y,UNITED STATES
SKY,"Champion Homes, Inc.",Mobile homes,Construction,BLDG-MBL/MFG&RV,CONSTRUCT/BLDG SERV,Y,UNITED STATES
SKYC,Sky Constant Century Inc.,"Metals & minerals, except petroleum",Finance,FIN-INVEST BKRS,INVEST BKRS/MGMT,N,HONG KONG
SKYE,Skye Bioscience,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
SKYH,Sky Harbour Group,Real estate,Finance,REAL ESTATE DEV,REAL ESTATE,Y,UNITED STATES
SKYL,Hotel Outsource Management International,Miscellaneous retail,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,
SKYQ,Sky Quarry Inc.,Sanitary services,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,N,UNITED STATES
SKYT,SkyWater Technology,Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,Y,UNITED STATES
SKYW,SkyWest,"Air transportation, scheduled",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,Y,UNITED STATES
SKYX,SKYX PLATFORMS,Electric lighting & wiring equipment,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
SLAB,Silicon Laboratories,Semiconductors & related devices,Computer and Technology,SEMI-ANALOG & MIXED,ELECTRON-SEMI,Y,UNITED STATES
SLAI,SOLAI Limited,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
SLAMF,Slam Corp.,"Communication services, not elsewhere classified",Computer and Technology,Semi-Communications,TELECOMM EQUIP,N,UNITED STATES
SLB,SLB Limited,"Oil & gas field services, not elsewhere classified",Business Services,Technology Services,BUSINESS SERVICES,Y,NETHERLANDS
SLDB,Solid Biosciences,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
SLDE,"Slide Insurance Holdings, Inc.","Fire, marine, & casualty insurance",Finance,INS-MULTI LINE,INSURANCE,Y,UNITED STATES
SLDP,Solid Power,"Miscellaneous electrical machinery, equipment, & supplies",Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,UNITED STATES
SLE,"Super League Enterprise, Inc.",Computer integrated systems design,Consumer Discretionary,GAMING,LEISURE SERVICES,N,UNITED STATES
SLF,Sun Life Financial,Life insurance,Finance,INS-LIFE,INSURANCE,Y,CANADA
SLFPY,Standard Life,Private households,Finance,FIN-MISC SVCS,FINANCE,N,UNITED KINGDOM
SLG,SL Green Realty,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
SLGB,Smart Logistics Global Limited,Freight transportation arrangement,Transportation,TRANS-SERVICES,TRANSPORTATION,N,HONG KONG
SLGGF,Solgold,Private households,Basic Materials,MINING -GOLD,METALS-NON FERR,N,AUSTRALIA
SLGL,SolGel Technologies,Pharmaceutical preparations,Medical,MED-GENERIC DRG,DRUGS,N,ISRAEL
SLGN,Silgan Holdings,Metal cans,Industrial Products,CONTNRS-MTL/GLS,CONTNRS & GLASS,Y,UNITED STATES
SLI,Standard Lithium,Chemicals & allied products,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,Y,CANADA
SLLDY,Sanlam Ltd.,,,,,,
SLM,SLM,Personal credit institutions,Finance,FIN-CONS LOANS,FINANCE,Y,UNITED STATES
SLMT,Brera Holdings PLC,Amusement & recreation services,Consumer Discretionary,GAMING,LEISURE SERVICES,N,IRELAND
SLN,Silence Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED KINGDOM
SLNAF,SELENA HOSP PLC,Hotels & motels,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,UNITED KINGDOM
SLND,"Southland Holdings, Inc.","Heavy construction, except building construction - contractors",Construction,BLDG&CONST-MISC,BUILDING PRODS,N,UNITED STATES
SLNG,Stabilis Solutions,Natural gas distribution,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,UNITED STATES
SLNH,Mechanical Technology,Nondepository credit institutions,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
SLNM,Salon Media Group,Advertising,Computer and Technology,INTERNET CONTENT,COMPUTER SOFT/SERV,N,UNITED STATES
SLNO,Soleno Therapeutics,Electromedical equipment,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
SLOIF,Soitec,Miscellaneous manufacturing industries,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,N,FRANCE
SLP,Simulations Plus,Computer integrated systems design,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
SLQT,SelectQuote,"Insurance agents, brokers, & service",Finance,INS-MULTI LINE,INSURANCE,Y,UNITED STATES
SLRC,SLR Investment,"Investment offices, not elsewhere classified",Finance,FIN-SBIC&COMMRL,FINANCE,Y,UNITED STATES
SLRK,Solera National Bancorp,National commercial banks,Finance,BANKS-MIDWEST,BANKS & THRIFTS,N,UNITED STATES
SLRX,Salarius Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
SLS,"SELLAS Life Sciences Group, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
SLSDF,Select Sands,"Mining & quarrying of nonmetallic minerals, except fuels",Basic Materials,MINING -MISC,METALS-NON FERR,N,CANADA
SLSN,"Solesence, Inc.",Toilet preparations,Consumer Staples,COSMETICS&TLTRS,SOAPS/COSMETICS,N,UNITED STATES
SLSR,Solaris Resources Inc.,Gold & silver ores,Basic Materials,MINING -MISC,METALS-NON FERR,Y,SWITZERLAND
SLTZ,Solar Thin Films,Construction & mining machinery,Oils/Energy,Solar,ENERGY-ALT SRCS,N,UNITED STATES
SLVM,Sylvamo,Paper mills,Basic Materials,PAPER &REL PRDS,PAPER,Y,UNITED STATES
SLXN,Silexion Therapeutics Corp,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,ISRAEL
SM,SM Energy,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,Y,UNITED STATES
SMA,Smartstop Self Storage REIT Inc,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES
SMBC,Southern Missouri Bancorp,"Savings institutions, except federal",Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,Y,UNITED STATES
SMBK,SmartFinancial,National commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES
SMC,Summit Midstream,Natural gas transmission,Oils/Energy,Oil/Gas Prod Pipeline MLP,OIL/GAS PROD/PIPEL,Y,UNITED STATES
SMCAY,Smc,Private households,Computer and Technology,ELEC PRODS-MISC,ELECTRONICS,N,JAPAN
SMCI,Super Micro Computer,Electronic computers,Computer and Technology,COMP-STORAGE DE,COMPUTER/OFFICE EQUIP,Y,UNITED STATES
SMEV,Simulated Environment Concepts,Cable & other pay television services,Consumer Discretionary,LEISURE&REC PRD,OTHER CONS DISC,N,UNITED STATES
SMFG,Sumitomo Mitsui Financial Group,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,Y,JAPAN
SMFL,Smart for Life,Medicinals & botanicals,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES
SMG,Scotts MiracleGro,Agricultural chemicals,Consumer Staples,AGRI OPERATIONS,FOOD,Y,UNITED STATES
SMGZY,Smiths Group,Miscellaneous manufacturing industries,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED KINGDOM
SMHI,SEACOR Marine,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,Y,UNITED STATES
SMID,SmithMidland,"Concrete products, not elsewhere classified",Construction,BLDG-CMT/CNT/AG,BUILDING PRODS,N,UNITED STATES
SMIT,Schmitt Industries,Process control instruments,Industrial Products,MACH TLS&RL PRD,MACHINERY,N,UNITED STATES
SMJF,SMJ International Holdings Inc.,Lumber & other construction materials,Retail/Wholesale,RETAIL-HOME FRN,NONFOOD RETAIL/WH,N,SINGAPORE
SMKG,Smart Card Marketing Systems,"Computers, peripherals, & software",Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,N,UNITED STATES
SML.X,S&P 600,Personal services,Index,INDICES,INDICES,N,UNITED STATES
SMLR,Semler Scientific,Electromedical equipment,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES
SMMNY,Siemens Healthineers AG Unsponsored ADR,,,,,,
SMMT,Summit Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES
SMMYY,"Sumitomo Metal Mining Co., Ltd. - Unsponsored ADR",Private households,Basic Materials,MINING -MISC,METALS-NON FERR,N,JAPAN
SMNEY,Siemens Energy AG Unsponsored ADR,"Power, distribution & specialty transformers",Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,N,GERMANY
SMNNY,Shimano,Private households,Consumer Discretionary,LEISURE&REC PRD,OTHER CONS DISC,N,JAPAN
SMNR,"Semnur Pharmaceuticals, Inc.",,,,,,
SMP,Standard Motor Products,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-REPL,AUTOS/TIRES/TRUCKS,Y,UNITED STATES
SMPL,Simply Good Foods,Food & kindred products,Consumer Staples,FOOD-CONFECTNRY,FOOD,Y,UNITED STATES
SMPNY,Sompo,Private households,Finance,INS-MULTI LINE,INSURANCE,N,JAPAN
SMR,NuScale Power,Fabricated plate work (boiler shop),Computer and Technology,ELEC POWER,ELECTRONICS,Y,UNITED STATES
SMRL,Simtrol,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES
SMRT,"SmartRent, Inc.",Computer integrated systems design,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES
SMRTQ,Stein Mart,Family clothing stores,Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,N,UNITED STATES
SMSEY,Samsonite Group S.A.,,Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,N,LUXEMBOURG
SMSI,Smith Micro Software,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
SMSMY,Sims Metal Management,Miscellaneous durable goods,Business Services,Waste Removal Svcs,BUSINESS SERVICES,N,AUSTRALIA
SMTC,Semtech,Semiconductors & related devices,Computer and Technology,SEMI-ANALOG & MIXED,ELECTRON-SEMI,Y,UNITED STATES
SMTI,Sanara MedTech,Surgical appliances & supplies,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES
SMTK,"SmartKem, Inc.",Semiconductors & related devices,Computer and Technology,ELEC COMP-SEMIC,ELECTRON-SEMI,N,UNITED KINGDOM
SMTOY,Sumitomo Electric Industries Ltd.,,,,,,
SMWB,Similarweb,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET CONTENT,COMPUTER SOFT/SERV,Y,ISRAEL
SMX,SMX (Security Matters) Public Limited Company,Miscellaneous industrial & commercial machinery & equipment,Business Services,Technology Services,BUSINESS SERVICES,N,IRELAND
SMXT,"Solarmax Technology, Inc.",Construction - special trade contractors,Oils/Energy,Solar,ENERGY-ALT SRCS,N,UNITED STATES
SN,"SharkNinja, Inc.",Household appliances,Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,Y,UNITED STATES
SNA,SnapOn,"Cutlery, handtools, & general hardware",Consumer Discretionary,TOOLS-HAND HELD,OTHER CONS DISC,Y,UNITED STATES
SNAL,"Snail, Inc.",Prepackaged software,Consumer Discretionary,GAMING,LEISURE SERVICES,N,UNITED STATES
SNAP,Snap,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
SNAVF,Star Navigation Systems Group Ltd.,,,,,,
SNAX,Stryve Foods,Food & kindred products,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,UNITED STATES
SNAXE,LINCOLN SNACKS,,,,,,
SNBR,Sleep Number,Household furniture,Consumer Discretionary,FURNITURE,HM FURN/APPLI,Y,UNITED STATES
SNCR,Synchronoss Technologies,Custom computer programming services,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
SNCY,Sun Country Airlines,"Air transportation, scheduled",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,Y,UNITED STATES
SND,Smart Sand,"Mining & quarrying of nonmetallic minerals, except fuels",Basic Materials,CHEM-DIVERSIFD,CHEMICALS,Y,UNITED STATES
SNDA,Sonida Senior Living,Nursing & personal care facilities,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
SNDEQ,SUNDANCE ENERGY,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
SNDK,Sandisk Corporation,Computer storage devices,Computer and Technology,COMP-STORAGE DE,COMPUTER/OFFICE EQUIP,Y,UNITED STATES
SNDL,SNDL INC,Medicinals & botanicals,Medical,MED PRODUCTS,MED PRODS,Y,CANADA
SNDR,Schneider National,"Trucking, except local",Transportation,TRANS-SERVICES,TRANSPORTATION,Y,UNITED STATES
SNDX,Syndax Pharmaceuticals,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES
SNECQ,Sanchez Energy Corporation,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES
SNES,Senestech,Agricultural chemicals,Basic Materials,CHEM-SPECIALTY,CHEMICALS,N,UNITED STATES
SNEX,StoneX Group,"Security & commodity brokers, dealers, exchanges & services",Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES
SNFCA,Security National Financial,Nondepository credit institutions,Finance,INS-LIFE,INSURANCE,N,UNITED STATES
SNGX,Soligenix,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SNGY,Synrgy Corp.,,,,,,
SNIRF,SENIOR,"Aircraft parts & equipment, not elsewhere classified",Construction,ENGINRG/R&D SVS,CONSTRUCT/BLDG SERV,N,UNITED KINGDOM
SNLAF,SINO LD LTD,,,,,,
SNLAY,Sino Land Co.,Real estate investment trusts,Finance,REAL ESTATE OPS,REAL ESTATE,N,HONG KONG
SNMN,SNM GLBL HLDGS,,,,,,
SNMRY,Snam Spa,,,,,,
SNN,Smith & Nephew SNATS,Surgical appliances & supplies,Medical,MED PRODUCTS,MED PRODS,Y,UNITED KINGDOM
SNNAQ,Sienna Biopharmaceuticals,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SNOA,Sonoma Pharmaceuticals,Surgical & medical instruments,Medical,MED-DRUGS,DRUGS,N,UNITED STATES
SNOW,Snowflake,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
SNPMF,CHINA PETE&CHEM,,,,,,
SNPS,Synopsys,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES
SNPTF,Sunny Optical,Private households,Medical,MED PRODUCTS,MED PRODS,N,CHINA
SNRR,Super Nova Resources,Engineering services,Medical,MED-OUTP/HM CRE,MEDICAL CARE,N,UNITED STATES
SNRY,Solar Energy Initiatives,Semiconductors & related devices,Finance,FIN-MISC SVCS,FINANCE,N,CANADA
SNSE,Sensei Biotherapeutics,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SNSGF,Sense Technologies,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,N,UNITED STATES
SNT,Senstar Technologies,"Communications equipment, not elsewhere classified",Industrial Products,PROTECTION-SFTY,IND PRODS/SVC,N,CANADA
SNTG,Sentage,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,N,CHINA
SNTI,"Senti Biosciences, Inc.","Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES
SNTL,Sentinel Holdings Ltd.,,,,,,
SNV,Synovus Financial,National commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,Y,UNITED STATES
SNVP,SAVOY ENERGY CP,,,,,,
SNWV,Sanuwave Health,Surgical & medical instruments,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES
SNX,TD SYNNEX CORP,"Computers, peripherals, & software",Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,UNITED STATES
SNY,Sanofi,Pharmaceutical preparations,Medical,Large Cap Pharma,DRUGS,Y,FRANCE
SNYR,Synergy CHC Corp.,Medicinals & botanicals,Medical,Medical Services,MEDICAL CARE,N,UNITED STATES
SO,The Southern Company,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES
SOAR,"Volato Group, Inc.","Air transportation, nonscheduled",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,N,UNITED STATES
SOBO,South Bow Corporation,"Pipelines, except natural gas",Oils/Energy,OIL-PROD/PIPELN,OIL/GAS PROD/PIPEL,Y,CANADA
SOBR,"SOBR Safe, Inc.",Periodicals,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES
SOC,SABLE OFFSHORE,Crude petroleum & natural gas,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,Y,UNITED STATES
SOCA,Solarius Capital Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES
SOCLF,Pharos Energy,Private households,Oils/Energy,International E&P,OIL-EXP&PROD,N,UNITED KINGDOM
SODE,SOCIAL DETENTN,,,,,,
SODI,"Solitron Devices, Inc.",,,,,,
SOEL,Southern Electric PLC,,,,,,
SOEN,Solar Enertech,Semiconductors & related devices,Oils/Energy,Solar,ENERGY-ALT SRCS,N,UNITED STATES
